TICKET_IDENTIFIER|SUPPORT_CATEGORY|AGENT_NAME|DATE_OF_CALL|CALL_STATUS|CALL_TYPE|TYPE_OF_CUSTOMER|DURATION|WORK_TIME|TICKET_STATUS|RESOLVED_IN_FIRST_CONTACT|RESOLUTION_CATEGORY|RATING
118|SUPPORT OUTAGES|YWILSON|11162023110958|DROPPED|CHAT|TECH-SAVVY USER|112|310|PENDING RESOLUTION|0|SELF-HELP OPTION|BAD
119|MOBILE & WIRELESS SERVICES|ATHOMAS|08032023110958|COMPLETED|CALL|FREQUENT TRAVELER|53|257|TRANSFERRED TO ANOTHER QUEUE|1|SELF-HELP OPTION|BAD
120|LOYALTY & RETENTIONS|ATHOMAS|03012022110958|DROPPED|CHAT|DEVICE ENTHUSIAST|85|59|WORK IN PROGRESS|1|SELF-HELP OPTION|GOOD
121|MOBILE & WIRELESS SERVICES|ZANDERSON|03182024110958|DROPPED|CALL|FAMILY PLAN MANAGER|289|501|RESOLVED|1|SUPPORT TEAM INTERVENTION|BEST
122|TECHNICAL SUPPORT|TGARCIA|03182024110958|DROPPED|CALL|SENIOR CITIZEN|298|469|RESOLVED|0|SELF-HELP OPTION|WORST
61|TECHNICAL SUPPORT|XGONZALEZ|05292024110958|COMPLETED|CHAT|BUDGET-CONSCIOUS CUSTOMER|572|185|RESOLVED|1|SUPPORT TEAM INTERVENTION|NEUTRAL
123|PROMOTIONS & DISCOUNTS|STHOMPSON|08232023110958|TRANSFERRED|CHAT|HEAVY DATA USER|276|456|WORK IN PROGRESS|0|SUPPORT TEAM INTERVENTION|BAD
124|ACCOUNT MANAGEMENT|ZANDERSON|08022024110958|COMPLETED|CALL|HEAVY DATA USER|215|119|PENDING CUSTOMER UPDATE|0|SUPPORT TEAM INTERVENTION|BEST
28|HOME SERVICES|ATHOMAS|06222023110958|DROPPED|CALL|BUDGET-CONSCIOUS CUSTOMER|423|552|RESOLVED|1|SUPPORT TEAM INTERVENTION|WORST
125|NEW CUSTOMER ONBOARDING|UMARTINEZ|01182022110958|COMPLETED|CALL|SENIOR CITIZEN|172|174|TRANSFERRED TO ANOTHER QUEUE|1|SELF-HELP OPTION|BAD
43|TECHNICAL SUPPORT|TGARCIA|05062024110958|DROPPED|CALL|BUDGET-CONSCIOUS CUSTOMER|347|238|WORK IN PROGRESS|1|SUPPORT TEAM INTERVENTION|BEST
126|BUSINESS SERVICES|EJONES|11272022110958|DROPPED|CALL|TECH-SAVVY USER|451|262|PENDING CUSTOMER UPDATE|0|SELF-HELP OPTION|WORST
127|SECURITY & PRIVACY|ATHOMAS|09212023110958|TRANSFERRED|CALL|DEVICE ENTHUSIAST|257|405|RESOLVED|0|SELF-HELP OPTION|BEST
128|LOYALTY & RETENTIONS|TGARCIA|04082024110958|COMPLETED|CHAT|BUDGET-CONSCIOUS CUSTOMER|446|484|TRANSFERRED TO ANOTHER QUEUE|0|SUPPORT TEAM INTERVENTION|WORST
129|ACCOUNT MANAGEMENT|VHERNANDEZ|04232023110958|DROPPED|CALL|FREQUENT TRAVELER|100|553|RESOLVED|0|SUPPORT TEAM INTERVENTION|BEST
128|BUSINESS SERVICES|ATHOMAS|02212024110958|COMPLETED|CHAT|TECH-SAVVY USER|544|324|TRANSFERRED TO ANOTHER QUEUE|0|SUPPORT TEAM INTERVENTION|WORST
130|MOBILE & WIRELESS SERVICES|VHERNANDEZ|08092022110958|DROPPED|CHAT|BUSINESS OWNER|39|447|RESOLVED|0|SUPPORT TEAM INTERVENTION|WORST
131|SECURITY & PRIVACY|VHERNANDEZ|11112023110958|COMPLETED|CHAT|DEVICE ENTHUSIAST|526|22|RESOLVED|1|SELF-HELP OPTION|WORST
112|MOBILE & WIRELESS SERVICES|ZANDERSON|06122022110958|TRANSFERRED|CALL|HEAVY DATA USER|212|165|WORK IN PROGRESS|1|SELF-HELP OPTION|NEUTRAL
132|SUPPORT OUTAGES|STHOMPSON|12132022110958|DROPPED||FREQUENT TRAVELER|64|519|WORK IN PROGRESS|0|SELF-HELP OPTION|NEUTRAL
133|ACCOUNT MANAGEMENT|YWILSON|01302024110958|TRANSFERRED|CHAT|BUSINESS OWNER|282|284|PENDING CUSTOMER UPDATE|0|SELF-HELP OPTION|GOOD
134|PROMOTIONS & DISCOUNTS|UMARTINEZ|02122024110958|COMPLETED|CALL|BUDGET-CONSCIOUS CUSTOMER|22|388|PENDING RESOLUTION|0|SELF-HELP OPTION|BAD
135|NEW CUSTOMER ONBOARDING|STHOMPSON|08112022110958|TRANSFERRED|CALL|FREQUENT TRAVELER|29|488|PENDING CUSTOMER UPDATE|1|SELF-HELP OPTION|BEST
136|BUSINESS SERVICES|ATHOMAS|12272022110958|DROPPED|CHAT|DEVICE ENTHUSIAST|292|515|PENDING CUSTOMER UPDATE|0|SUPPORT TEAM INTERVENTION|GOOD
137|MOBILE & WIRELESS SERVICES|WLOPEZ|05272023110958|DROPPED|CHAT|HEAVY DATA USER|173|533|PENDING CUSTOMER UPDATE|1|SELF-HELP OPTION|WORST
4|MOBILE & WIRELESS SERVICES|TGARCIA|07282023110958|DROPPED|CHAT|DEVICE ENTHUSIAST|325|403|PENDING RESOLUTION|1|SELF-HELP OPTION|GOOD
138|MOBILE & WIRELESS SERVICES|STHOMPSON|05312022110958|COMPLETED|CHAT|FAMILY PLAN MANAGER|343|426|PENDING CUSTOMER UPDATE|1|SELF-HELP OPTION|WORST
139|SECURITY & PRIVACY|TGARCIA|12302022110958|COMPLETED|CALL|TECH-SAVVY USER|248|300|WORK IN PROGRESS|0|SELF-HELP OPTION|GOOD
5|TECHNICAL SUPPORT|ZANDERSON|09222022110958|COMPLETED|CHAT|BUDGET-CONSCIOUS CUSTOMER|116|170|PENDING RESOLUTION|1|SELF-HELP OPTION|WORST
140|PROMOTIONS & DISCOUNTS|VHERNANDEZ|02062022110958|TRANSFERRED|CHAT|BUSINESS OWNER|446|420|PENDING RESOLUTION|1|SUPPORT TEAM INTERVENTION|BAD
141|BUSINESS SERVICES|WLOPEZ|08062024110958|COMPLETED|CHAT|FREQUENT TRAVELER|593|512|TRANSFERRED TO ANOTHER QUEUE|0|SUPPORT TEAM INTERVENTION|NEUTRAL
142|LOYALTY & RETENTIONS|YWILSON|07012022110958|DROPPED|CHAT|BUSINESS OWNER|53|433|PENDING CUSTOMER UPDATE|1|SUPPORT TEAM INTERVENTION|GOOD
143|SUPPORT OUTAGES|UMARTINEZ|07102024110958|TRANSFERRED|CHAT|LONG-TERM CUSTOMER|599|478|PENDING CUSTOMER UPDATE|1|SUPPORT TEAM INTERVENTION|GOOD
144|TECHNICAL SUPPORT|TGARCIA|02272022110958|DROPPED|CHAT|LONG-TERM CUSTOMER|467|477|TRANSFERRED TO ANOTHER QUEUE|0|SUPPORT TEAM INTERVENTION|NEUTRAL
53|SUPPORT OUTAGES|XGONZALEZ|06022024110958|TRANSFERRED|CHAT|DEVICE ENTHUSIAST|493|93|TRANSFERRED TO ANOTHER QUEUE|0|SELF-HELP OPTION|WORST
145|LOYALTY & RETENTIONS|TGARCIA|05312024110958|COMPLETED|CALL|SENIOR CITIZEN|289|469|RESOLVED|1|SELF-HELP OPTION|WORST
146|BUSINESS SERVICES|EJONES|05272024110958|DROPPED|CHAT|NEW CUSTOMER|187|21|RESOLVED|1|SUPPORT TEAM INTERVENTION|GOOD
147|HOME SERVICES|TGARCIA|08022024110958|DROPPED|CALL|BUDGET-CONSCIOUS CUSTOMER|368|548|PENDING CUSTOMER UPDATE|1|SELF-HELP OPTION|BEST
26|LOYALTY & RETENTIONS|WLOPEZ|08132023110958|TRANSFERRED|CHAT|DEVICE ENTHUSIAST|421|432|RESOLVED|0|SELF-HELP OPTION|WORST
148|NEW CUSTOMER ONBOARDING|XGONZALEZ|07212022110958|TRANSFERRED|CHAT|BUDGET-CONSCIOUS CUSTOMER|53|292|PENDING RESOLUTION|0|SELF-HELP OPTION|BEST
149|SECURITY & PRIVACY|ATHOMAS|06032023110958|COMPLETED|CHAT|HEAVY DATA USER|119|149|WORK IN PROGRESS|1|SUPPORT TEAM INTERVENTION|NEUTRAL
5|HOME SERVICES|YWILSON|03072024110958|DROPPED|CHAT|DEVICE ENTHUSIAST|185|190|PENDING CUSTOMER UPDATE|0|SUPPORT TEAM INTERVENTION|GOOD
150|NEW CUSTOMER ONBOARDING|VHERNANDEZ|05032023110958|TRANSFERRED|CHAT|DEVICE ENTHUSIAST|355|415|TRANSFERRED TO ANOTHER QUEUE|1|SUPPORT TEAM INTERVENTION|BEST
151|BUSINESS SERVICES|WLOPEZ|01092024110958|COMPLETED|CALL|LONG-TERM CUSTOMER|437|282|RESOLVED|1|SUPPORT TEAM INTERVENTION|BAD
152|TECHNICAL SUPPORT|ATHOMAS|02152022110958|DROPPED|CHAT|TECH-SAVVY USER|403|357|RESOLVED|1|SELF-HELP OPTION|GOOD
153|NEW CUSTOMER ONBOARDING|STHOMPSON|03272024110958|COMPLETED|CALL|DEVICE ENTHUSIAST|240|352|TRANSFERRED TO ANOTHER QUEUE|0|SELF-HELP OPTION|NEUTRAL
154|MOBILE & WIRELESS SERVICES|VHERNANDEZ|01252024110958|TRANSFERRED|CALL|TECH-SAVVY USER|445|412|PENDING CUSTOMER UPDATE|1|SUPPORT TEAM INTERVENTION|NEUTRAL
155|MOBILE & WIRELESS SERVICES|VHERNANDEZ|03212024110958|COMPLETED|CHAT|NEW CUSTOMER|272|354|PENDING RESOLUTION|0|SELF-HELP OPTION|BEST
156|PROMOTIONS & DISCOUNTS|TGARCIA|06102022110958|TRANSFERRED|CHAT|HEAVY DATA USER|569|233|PENDING RESOLUTION|1|SELF-HELP OPTION|GOOD
157|TECHNICAL SUPPORT|UMARTINEZ|05102022110958|TRANSFERRED|CALL|NEW CUSTOMER|33|45|RESOLVED|0|SUPPORT TEAM INTERVENTION|GOOD
19|NEW CUSTOMER ONBOARDING|WLOPEZ|09052022110958|TRANSFERRED|CALL|FREQUENT TRAVELER|179|334|TRANSFERRED TO ANOTHER QUEUE|1|SELF-HELP OPTION|WORST
158|SUPPORT OUTAGES|TGARCIA|06152024110958|COMPLETED|CALL|SENIOR CITIZEN|314|104|PENDING CUSTOMER UPDATE|1|SUPPORT TEAM INTERVENTION|WORST
159|LOYALTY & RETENTIONS|TGARCIA|07092023110958|DROPPED|CHAT|BUDGET-CONSCIOUS CUSTOMER|297|92|WORK IN PROGRESS|1|SELF-HELP OPTION|NEUTRAL
160|NEW CUSTOMER ONBOARDING|TGARCIA|10162022110958|DROPPED|CHAT|FAMILY PLAN MANAGER|569|413|WORK IN PROGRESS|1|SUPPORT TEAM INTERVENTION|NEUTRAL
161|LOYALTY & RETENTIONS|EJONES|04172023110958|DROPPED|CHAT|DEVICE ENTHUSIAST|172|449|PENDING RESOLUTION|0|SUPPORT TEAM INTERVENTION|NEUTRAL
36|SECURITY & PRIVACY|STHOMPSON|07012023110958|TRANSFERRED|CHAT|SENIOR CITIZEN|326|25|PENDING CUSTOMER UPDATE|1|SELF-HELP OPTION|WORST
162|BUSINESS SERVICES|VHERNANDEZ|08252023110958|TRANSFERRED|CHAT|FREQUENT TRAVELER|475|457|TRANSFERRED TO ANOTHER QUEUE|0|SELF-HELP OPTION|WORST
163|ACCOUNT MANAGEMENT|STHOMPSON|02192024110958|DROPPED|CALL|BUSINESS OWNER|373|133|PENDING RESOLUTION|0|SELF-HELP OPTION|WORST
164|ACCOUNT MANAGEMENT|STHOMPSON|06262024110958|TRANSFERRED|CALL|TECH-SAVVY USER|538|220|PENDING CUSTOMER UPDATE|1|SUPPORT TEAM INTERVENTION|BAD
26|SECURITY & PRIVACY|XGONZALEZ|02182024110958|COMPLETED|CHAT|LONG-TERM CUSTOMER|166|471|PENDING RESOLUTION|0|SELF-HELP OPTION|BAD
165|PROMOTIONS & DISCOUNTS|VHERNANDEZ|02262023110958|COMPLETED|CHAT|NEW CUSTOMER|444|406|PENDING RESOLUTION|0|SUPPORT TEAM INTERVENTION|GOOD
45|SECURITY & PRIVACY|STHOMPSON|05092022110958|COMPLETED|CHAT|BUDGET-CONSCIOUS CUSTOMER|321|394|RESOLVED|0|SELF-HELP OPTION|BEST
166|PROMOTIONS & DISCOUNTS|TGARCIA|03262023110958|TRANSFERRED|CALL|HEAVY DATA USER|292|532|WORK IN PROGRESS|0|SUPPORT TEAM INTERVENTION|GOOD
167|LOYALTY & RETENTIONS|XGONZALEZ|07012024110958|TRANSFERRED|CHAT|TECH-SAVVY USER|553|381|RESOLVED|1|SUPPORT TEAM INTERVENTION|NEUTRAL
168|BUSINESS SERVICES|ATHOMAS|11052023110958|TRANSFERRED|CALL|DEVICE ENTHUSIAST|129|340|PENDING RESOLUTION|1|SELF-HELP OPTION|GOOD
169|LOYALTY & RETENTIONS|EJONES|01272022110958|TRANSFERRED|CALL|LONG-TERM CUSTOMER|122|103|TRANSFERRED TO ANOTHER QUEUE|0|SUPPORT TEAM INTERVENTION|BAD
151|SECURITY & PRIVACY|WLOPEZ|10142023110958|DROPPED|CALL|LONG-TERM CUSTOMER|587|96|PENDING RESOLUTION|1|SELF-HELP OPTION|WORST
170|TECHNICAL SUPPORT|VHERNANDEZ|12282023110958|TRANSFERRED|CALL|BUDGET-CONSCIOUS CUSTOMER|323|559|PENDING CUSTOMER UPDATE|1|SUPPORT TEAM INTERVENTION|BEST
168|ACCOUNT MANAGEMENT|TGARCIA|12292022110958|TRANSFERRED|CALL|BUDGET-CONSCIOUS CUSTOMER|362|283|WORK IN PROGRESS|0|SUPPORT TEAM INTERVENTION|GOOD
171|MOBILE & WIRELESS SERVICES|EJONES|12222023110958|DROPPED|CALL|FREQUENT TRAVELER|310|456|TRANSFERRED TO ANOTHER QUEUE|0|SUPPORT TEAM INTERVENTION|GOOD
29|TECHNICAL SUPPORT|TGARCIA|11152022110958|TRANSFERRED|CALL|FAMILY PLAN MANAGER|585|318|TRANSFERRED TO ANOTHER QUEUE|0|SUPPORT TEAM INTERVENTION|BEST
172|PROMOTIONS & DISCOUNTS|EJONES|09022024110958|TRANSFERRED|CHAT|NEW CUSTOMER|186|384|RESOLVED|1|SUPPORT TEAM INTERVENTION|GOOD
173|SECURITY & PRIVACY|EJONES|11242023110958|DROPPED|CHAT|LONG-TERM CUSTOMER|90|74|WORK IN PROGRESS|1|SUPPORT TEAM INTERVENTION|WORST
174|TECHNICAL SUPPORT|TGARCIA|12212021110958|DROPPED|CHAT|LONG-TERM CUSTOMER|380|150|TRANSFERRED TO ANOTHER QUEUE|1|SELF-HELP OPTION|BAD
175|ACCOUNT MANAGEMENT|STHOMPSON|07092024110958|COMPLETED|CHAT|LONG-TERM CUSTOMER|297|389|PENDING RESOLUTION|0|SUPPORT TEAM INTERVENTION|BEST
10|PROMOTIONS & DISCOUNTS|TGARCIA|03152023110958|COMPLETED|CALL|FREQUENT TRAVELER|100|86|PENDING CUSTOMER UPDATE|0|SELF-HELP OPTION|WORST
176|SECURITY & PRIVACY|ATHOMAS|07162022110958|DROPPED|CHAT|NEW CUSTOMER|147|134|WORK IN PROGRESS|0|SUPPORT TEAM INTERVENTION|NEUTRAL
177|TECHNICAL SUPPORT|XGONZALEZ|05032023110958|COMPLETED|CHAT|SENIOR CITIZEN|240|241|PENDING CUSTOMER UPDATE|0|SUPPORT TEAM INTERVENTION|GOOD
156|SECURITY & PRIVACY|ZANDERSON|07192022110958|DROPPED|CHAT|BUSINESS OWNER|16|197|PENDING CUSTOMER UPDATE|0|SELF-HELP OPTION|WORST
178|MOBILE & WIRELESS SERVICES|ZANDERSON|03032024110958|COMPLETED|CHAT|HEAVY DATA USER|28|109|RESOLVED|1|SUPPORT TEAM INTERVENTION|BEST
179|MOBILE & WIRELESS SERVICES|XGONZALEZ|11222022110958|TRANSFERRED|CHAT|DEVICE ENTHUSIAST|359|77|TRANSFERRED TO ANOTHER QUEUE|0|SELF-HELP OPTION|GOOD
180|ACCOUNT MANAGEMENT|UMARTINEZ|12052023110958|COMPLETED|CHAT|DEVICE ENTHUSIAST|182|324|PENDING RESOLUTION|1|SUPPORT TEAM INTERVENTION|NEUTRAL
181|SECURITY & PRIVACY|ZANDERSON|05282023110958|TRANSFERRED|CALL|FAMILY PLAN MANAGER|536|52|PENDING RESOLUTION|0|SUPPORT TEAM INTERVENTION|BAD
133|SECURITY & PRIVACY|VHERNANDEZ|02072024110958|DROPPED|CALL|TECH-SAVVY USER|449|344|PENDING CUSTOMER UPDATE|0|SELF-HELP OPTION|GOOD
182|HOME SERVICES|VHERNANDEZ|08272024110958|DROPPED|CALL|DEVICE ENTHUSIAST|593|109|WORK IN PROGRESS|0|SELF-HELP OPTION|BAD
183|SECURITY & PRIVACY|STHOMPSON|11082022110958|TRANSFERRED|CALL|LONG-TERM CUSTOMER|100|227|RESOLVED|1|SELF-HELP OPTION|BAD
119|ACCOUNT MANAGEMENT|XGONZALEZ|09142023110958|DROPPED|CALL|NEW CUSTOMER|316|247|PENDING RESOLUTION|0|SUPPORT TEAM INTERVENTION|NEUTRAL
184|SECURITY & PRIVACY|TGARCIA|11192023110958|COMPLETED|CHAT|HEAVY DATA USER|214|461|PENDING CUSTOMER UPDATE|1|SUPPORT TEAM INTERVENTION|WORST
136|PROMOTIONS & DISCOUNTS|XGONZALEZ|05282023110958|COMPLETED|CHAT|DEVICE ENTHUSIAST|562|235|RESOLVED|1|SELF-HELP OPTION|BEST
185|TECHNICAL SUPPORT|VHERNANDEZ|08312024110958|COMPLETED|CALL||282|312|RESOLVED|1|SUPPORT TEAM INTERVENTION|NEUTRAL
186|NEW CUSTOMER ONBOARDING|UMARTINEZ|11192023110958|TRANSFERRED|CALL|SENIOR CITIZEN|138|254|TRANSFERRED TO ANOTHER QUEUE|1|SELF-HELP OPTION|BAD
187|MOBILE & WIRELESS SERVICES|UMARTINEZ|11132022110958|TRANSFERRED|CALL|HEAVY DATA USER|324|424|RESOLVED|0|SUPPORT TEAM INTERVENTION|NEUTRAL
188|ACCOUNT MANAGEMENT|VHERNANDEZ|10192023110958|TRANSFERRED|CALL|FAMILY PLAN MANAGER|461|499|TRANSFERRED TO ANOTHER QUEUE|1|SELF-HELP OPTION|WORST
136|ACCOUNT MANAGEMENT|TGARCIA|09222023110958|COMPLETED|CHAT|LONG-TERM CUSTOMER|286|134|PENDING RESOLUTION|0|SUPPORT TEAM INTERVENTION|NEUTRAL
189|NEW CUSTOMER ONBOARDING|TGARCIA|01052024110958|TRANSFERRED|CHAT|NEW CUSTOMER|239|182|TRANSFERRED TO ANOTHER QUEUE|0|SELF-HELP OPTION|BAD
190|TECHNICAL SUPPORT|ZANDERSON|02242022110958|DROPPED|CALL|LONG-TERM CUSTOMER|373|180|PENDING RESOLUTION|1|SUPPORT TEAM INTERVENTION|NEUTRAL
191|LOYALTY & RETENTIONS|YWILSON|02042023110958|TRANSFERRED|CALL|TECH-SAVVY USER|548|90|PENDING RESOLUTION|0|SUPPORT TEAM INTERVENTION|WORST
192|LOYALTY & RETENTIONS|XGONZALEZ|04012024110958|TRANSFERRED|CALL|BUSINESS OWNER|552|560|TRANSFERRED TO ANOTHER QUEUE|1|SUPPORT TEAM INTERVENTION|WORST
193|HOME SERVICES|STHOMPSON|04182023110958|DROPPED|CHAT|NEW CUSTOMER|579|190|WORK IN PROGRESS||SUPPORT TEAM INTERVENTION|WORST
91|SUPPORT OUTAGES|ATHOMAS|08032024110958|TRANSFERRED|CALL|FREQUENT TRAVELER|486|380|RESOLVED|1|SELF-HELP OPTION|WORST
194|MOBILE & WIRELESS SERVICES|EJONES|01312024110958|DROPPED|CALL|HEAVY DATA USER|338|12|WORK IN PROGRESS|1|SELF-HELP OPTION|BEST
195|NEW CUSTOMER ONBOARDING|WLOPEZ|04212023110958|COMPLETED|CALL|SENIOR CITIZEN|176|92|PENDING RESOLUTION|1|SELF-HELP OPTION|GOOD
196|BUSINESS SERVICES|XGONZALEZ|09122022110958|DROPPED|CHAT|LONG-TERM CUSTOMER|143|153|PENDING RESOLUTION|0|SUPPORT TEAM INTERVENTION|GOOD
197|HOME SERVICES|YWILSON|01022023110958|TRANSFERRED|CALL|FAMILY PLAN MANAGER|498|307|RESOLVED|0|SELF-HELP OPTION|NEUTRAL
198|NEW CUSTOMER ONBOARDING|EJONES|03242023110958|TRANSFERRED|CHAT|FREQUENT TRAVELER|28|80|TRANSFERRED TO ANOTHER QUEUE|1|SUPPORT TEAM INTERVENTION|BAD
199|BUSINESS SERVICES|ATHOMAS|01302022110958|DROPPED|CALL|HEAVY DATA USER|125|281|PENDING RESOLUTION|1|SUPPORT TEAM INTERVENTION|GOOD
200|SECURITY & PRIVACY|ZANDERSON|05282024110958|TRANSFERRED|CALL|HEAVY DATA USER|398|239|WORK IN PROGRESS|1|SUPPORT TEAM INTERVENTION|NEUTRAL
201|MOBILE & WIRELESS SERVICES|WLOPEZ|11202023110958|COMPLETED|CALL|FREQUENT TRAVELER|187|573|PENDING RESOLUTION|1|SELF-HELP OPTION|
202|TECHNICAL SUPPORT|ZANDERSON|03192024110958|COMPLETED|CALL|BUSINESS OWNER|118|82|PENDING CUSTOMER UPDATE|0|SELF-HELP OPTION|NEUTRAL
203|SECURITY & PRIVACY|STHOMPSON|09092023110958|TRANSFERRED|CALL|BUDGET-CONSCIOUS CUSTOMER|446|220|TRANSFERRED TO ANOTHER QUEUE|0|SELF-HELP OPTION|BAD
204|SECURITY & PRIVACY|UMARTINEZ|12182022110958|TRANSFERRED|CALL|FAMILY PLAN MANAGER|367|164|RESOLVED|1|SUPPORT TEAM INTERVENTION|BEST
205|LOYALTY & RETENTIONS|YWILSON|03152024110958|COMPLETED|CALL|DEVICE ENTHUSIAST|140|276|TRANSFERRED TO ANOTHER QUEUE|0|SUPPORT TEAM INTERVENTION|BAD
206|NEW CUSTOMER ONBOARDING|TGARCIA|02202024110958|TRANSFERRED|CHAT|SENIOR CITIZEN|371|481|RESOLVED|1|SELF-HELP OPTION|BAD
156|PROMOTIONS & DISCOUNTS|YWILSON|03302023110958|TRANSFERRED|CALL|NEW CUSTOMER|235|164|PENDING RESOLUTION|1|SELF-HELP OPTION|NEUTRAL
207|SUPPORT OUTAGES|ATHOMAS|03122022110958|DROPPED|CHAT|FREQUENT TRAVELER|166|113|TRANSFERRED TO ANOTHER QUEUE|0|SELF-HELP OPTION|BEST
208|MOBILE & WIRELESS SERVICES|YWILSON|07212022110958|TRANSFERRED|CALL|LONG-TERM CUSTOMER|311|431|RESOLVED|1|SUPPORT TEAM INTERVENTION|BAD
209||YWILSON|11062022110958|TRANSFERRED|CHAT|BUSINESS OWNER|176|294|RESOLVED|1|SELF-HELP OPTION|WORST
42|ACCOUNT MANAGEMENT|VHERNANDEZ|10242023110958|DROPPED|CALL|BUDGET-CONSCIOUS CUSTOMER|414|291|WORK IN PROGRESS|1|SELF-HELP OPTION|NEUTRAL
210|ACCOUNT MANAGEMENT|UMARTINEZ|04012022110958|DROPPED|CHAT|DEVICE ENTHUSIAST|109|423|RESOLVED|1|SUPPORT TEAM INTERVENTION|BAD
211|ACCOUNT MANAGEMENT|EJONES|05212023110958|DROPPED|CHAT|BUDGET-CONSCIOUS CUSTOMER|152|76|RESOLVED|0|SUPPORT TEAM INTERVENTION|WORST
212|SECURITY & PRIVACY|VHERNANDEZ|04082023110958|DROPPED|CHAT|FREQUENT TRAVELER|349|114|PENDING CUSTOMER UPDATE|0|SELF-HELP OPTION|NEUTRAL
167|NEW CUSTOMER ONBOARDING|XGONZALEZ|09082023110958|COMPLETED|CHAT|FAMILY PLAN MANAGER|559|320|PENDING CUSTOMER UPDATE|0|SELF-HELP OPTION|BAD
213|NEW CUSTOMER ONBOARDING|ZANDERSON|08172022111002|COMPLETED|CHAT|BUDGET-CONSCIOUS CUSTOMER|10|62|PENDING CUSTOMER UPDATE|0|SELF-HELP OPTION|BEST
81|PROMOTIONS & DISCOUNTS|TGARCIA|01262022111002|DROPPED|CALL|TECH-SAVVY USER|158|163|RESOLVED|0|SUPPORT TEAM INTERVENTION|BEST
214|SECURITY & PRIVACY|EJONES|07272023111002|DROPPED|CHAT|BUDGET-CONSCIOUS CUSTOMER|269|412|WORK IN PROGRESS|1|SUPPORT TEAM INTERVENTION|NEUTRAL
150|MOBILE & WIRELESS SERVICES|UMARTINEZ|12052023111002|COMPLETED|CHAT|TECH-SAVVY USER|55|117|PENDING RESOLUTION|1|SELF-HELP OPTION|NEUTRAL
215|BUSINESS SERVICES|VHERNANDEZ|08092022111002|COMPLETED|CHAT|FAMILY PLAN MANAGER|259|131|WORK IN PROGRESS|1|SUPPORT TEAM INTERVENTION|WORST
216|SUPPORT OUTAGES|TGARCIA|01262023111002|DROPPED|CHAT|LONG-TERM CUSTOMER|485|286|PENDING CUSTOMER UPDATE|1|SELF-HELP OPTION|BAD
217|BUSINESS SERVICES|ZANDERSON|05242024111002|COMPLETED|CHAT|NEW CUSTOMER|286|377|PENDING CUSTOMER UPDATE|0|SUPPORT TEAM INTERVENTION|NEUTRAL
68|SECURITY & PRIVACY|ATHOMAS|08212023111002|TRANSFERRED|CHAT|FAMILY PLAN MANAGER|72|186|RESOLVED|1|SUPPORT TEAM INTERVENTION|BAD
218|NEW CUSTOMER ONBOARDING|ATHOMAS|01162022111002|DROPPED|CHAT|NEW CUSTOMER|128|211|WORK IN PROGRESS|1|SUPPORT TEAM INTERVENTION|BAD
219|PROMOTIONS & DISCOUNTS|ZANDERSON|12142022111002|DROPPED|CALL|SENIOR CITIZEN|544|565|WORK IN PROGRESS|1|SUPPORT TEAM INTERVENTION|BEST
220|ACCOUNT MANAGEMENT|STHOMPSON|12192022111002|DROPPED|CHAT|LONG-TERM CUSTOMER|587|137|RESOLVED|1|SELF-HELP OPTION|BEST
221|SUPPORT OUTAGES|YWILSON|03262023111002|DROPPED|CHAT|FREQUENT TRAVELER|306||PENDING CUSTOMER UPDATE|1|SELF-HELP OPTION|WORST
222|HOME SERVICES|WLOPEZ|12032023111002|TRANSFERRED|CHAT|BUSINESS OWNER|124|539|TRANSFERRED TO ANOTHER QUEUE|1|SELF-HELP OPTION|NEUTRAL
223|LOYALTY & RETENTIONS|STHOMPSON|10282023111002|COMPLETED|CALL|NEW CUSTOMER|19|166|WORK IN PROGRESS|0|SELF-HELP OPTION|NEUTRAL
224|ACCOUNT MANAGEMENT|YWILSON|11232023111002|DROPPED|CALL|BUSINESS OWNER|302|357|RESOLVED|1|SELF-HELP OPTION|BAD
225|HOME SERVICES|ATHOMAS|05142022111002|COMPLETED|CALL|TECH-SAVVY USER|14|550|PENDING CUSTOMER UPDATE|0|SUPPORT TEAM INTERVENTION|WORST
226|LOYALTY & RETENTIONS|XGONZALEZ|10132022111002|COMPLETED|CHAT|SENIOR CITIZEN|589|302|PENDING RESOLUTION|1|SELF-HELP OPTION|BAD
227|HOME SERVICES|YWILSON|08252023111002|DROPPED|CALL|TECH-SAVVY USER|515|61|RESOLVED|1|SELF-HELP OPTION|NEUTRAL
228|ACCOUNT MANAGEMENT|ZANDERSON|05182023111002|COMPLETED|CHAT|LONG-TERM CUSTOMER|36|407|PENDING RESOLUTION|0|SELF-HELP OPTION|NEUTRAL
229|SUPPORT OUTAGES|WLOPEZ|07192024111002|DROPPED|CHAT|DEVICE ENTHUSIAST|142|292|WORK IN PROGRESS|0|SUPPORT TEAM INTERVENTION|BAD
230|ACCOUNT MANAGEMENT|TGARCIA|02242022111002|DROPPED|CHAT|LONG-TERM CUSTOMER|88|473|PENDING CUSTOMER UPDATE|1|SELF-HELP OPTION|BEST
105|NEW CUSTOMER ONBOARDING|WLOPEZ|02012024111002|COMPLETED|CHAT|HEAVY DATA USER|38|300|TRANSFERRED TO ANOTHER QUEUE|0|SUPPORT TEAM INTERVENTION|BAD
